Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-A-1_run-1908_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-A-2_run-1909_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-A-3_run-1910_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-B-1_run-1911_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-B-2_run-1912_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-B-3_run-1913_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-C-1_run-1914_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-C-2_run-1915_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-C-3_run-1916_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-D-1_run-1917_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-D-2_run-1918_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-D-3_run-1919_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-E-1_run-1920_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-E-2_run-1921_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C13-E-3_run-1922_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-A-1_run-1923_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-A-2_run-1924_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-A-3_run-1925_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-B-1_run-1926_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-B-2_run-1927_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-B-3_run-1928_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-A-1_run-1938_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-A-2_run-1939_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-A-3_run-1940_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-B-1_run-1941_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-B-2_run-1942_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-B-3_run-1943_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-C-1_run-1944_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-C-2_run-1945_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-C-3_run-1946_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-D-1_run-1947_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-D-2_run-1948_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-D-3_run-1949_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-E-1_run-1950_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-E-2_run-1951_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14B-E-3_run-1952_60 SPD_4-6-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-C-1_run-1929_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-C-2_run-1930_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-C-3_run-1931_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-D-1_run-1932_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-D-2_run-1933_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-D-3_run-1934_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-E-1_run-1935_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-E-2_run-1936_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\C13C14\Sample-C14-E-3_run-1937_60 SPD_4-5-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-A1_run-574_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-A2_run-575_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-A3_run-576_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-B1_run-577_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-B2_run-578_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-B3_run-579_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-C1_run-580_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-C2_run-581_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-C3_run-582_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-D1_run-583_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-D2_run-584_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\CAR2-D3_run-585_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-A1_run-586_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-A2_run-587_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-A3_run-588_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-B1_run-589_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-B2_run-590_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-B3_run-591_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-C1_run-592_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-C2_run-593_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-C3_run-594_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-D1_run-595_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-D2_run-596_60 SPD_8-22-2024.d	Y:\timsTOF-Flex\Data2024\Laurine\Microprot-Car2-Omeric3\OMERIC3-D3_run-597_60 SPD_8-22-2024.d
A0A075B6H7;A0A0C4DH55;P01624	P01624;A0A075B6H7;A0A0C4DH55	KV315_HUMAN;KV37_HUMAN;KVD07_HUMAN	IGKV3-15;IGKV3-7;IGKV3D-7	Probable non-functional immunoglobulin kappa variable 3-7	52847.9	44476.1	53097.1	27429.9	30052.6	24517.7	130416	118426	130746	29873.5	39708.2	41158.5	26810.8	28493.8	36607.9	36200.3	30486	21948.3	31673.3	21411.4	28011.3	55706.4	59538.7	53852.8	32068.5	31258.5	32213.4	56645.9	50406.2	57834.6	44820.6	43059.7	44848.1	110351	112794	116148	40032.6	37877.2	36542	25891.1	32020.5	31764.8	64795.8	72489.9	69738.4	15938.6	16157.5	11455.5	22492.2	20701.8	19143	70756.7	81236.5	74522	30735.4	29320.3	29938.9	79777.3	59422.3	73157.4	39060.5	50073.1	46952.9	44090.4	53859.3	54482.8	71294.3	65840.8	75314.2
A0A075B6H9	A0A075B6H9	LV469_HUMAN	IGLV4-69	Immunoglobulin lambda variable 4-69	320.556	196.6		279.471	446.439		447.501	915.888	998.365	411.056	552.48	295.499																				789.853	549.055	1188.71	915.042	1006.74			460.172		514.735		392.708		592.507				292.395			1306.93					551.29		472.835							677.62		835.67	
A0A075B6I0	A0A075B6I0	LV861_HUMAN	IGLV8-61	Immunoglobulin lambda variable 8-61	4632.77	4368.47	4681.93	2842.41	3237.82	3027.38	9065.47	7549.16	9062.32	3658.24	3523.86	3348.62	2721.34	3314.99	2898.94		1088.4	969.511	1110.87		1436.09	2250.7	3144.53	4411.62	1559.7	2416.24	2321.63	3097.94	3193.55	2525.26	2252.14	2717.71	2292.85	5235.02	4683.54	4417.47	2737.89	1494.58	1924.78	1260.7	1707.05	1140.38	3387.69	3486.02	3067.94						956.358		1276.69		831.136	1296.59		4901.93	4066	5326.21	2571.33	2613.37	1792.75	2577.64	2405.51	1670.85	2925.27	2449.32	3185.91
A0A075B6K5;P80748	P80748;A0A075B6K5	LV321_HUMAN;LV39_HUMAN	IGLV3-21;IGLV3-9	Immunoglobulin lambda variable 3-9	2009.77	2208.09	1655.08	1211.79	1158.82	1505.33	5752.25	4075.91	5526.47	1950.67	1904.51	2182.61	1652.53	934.84	1890.49	1009	1112.03	948.354	903.335	1258.94	737.391	2277.47	2365.19	3440.88	2194.38	2104.37	2062.98	2967.07	4110.82	4053.22	3642.07	3197.01	2935.87	6795.41	8282.37	8586.37	2703.38	2799.07	2225.59	2561.26	2518.26	1681	5394.41	6831.88	5697.07	726.602	1427.63	972.702	1135.58	1505.06	1372.96	3537.66	4640.74	3821.13	1829.24	1404.59	1975.81	2947.64	3059.1	3871.68	3397.89	2912.04	2363.63	1513.22	2305.29	2132.4	3668.96	3040.66	3135.94
A0A075B6S5;A0A0C4DH67;A0A0C4DH69	A0A075B6S5;A0A0C4DH67;A0A0C4DH69	KV108_HUMAN;KV109_HUMAN;KV127_HUMAN	IGKV1-27;IGKV1-8;IGKV1-9	Immunoglobulin kappa variable 1-27		586.159	668.209		355.431	631.261	1420.47	1188.55	1580.32						636.396								946.916		372.937						986.688		672.554	1809.05	1266.87	1835.34	728.127						1504.74	1363.01	1465.87	810.32	411.603	335.185	874.167		465.287	1923.58	2160.26	1764.77	1612.35	713.612	990.696	1330.18	1409.02	1760.34	1234.23	1838.48	1400.8				1523.49	1159.63	
A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8	KV311_HUMAN;KVD11_HUMAN	IGKV3-11;IGKV3D-11	Immunoglobulin kappa variable 3D-11												21110.5			13444.4	28632						10837.1				16352.5	13516.1	5850.91	15698.8							50695.4							10890.4		8312.75	15914	13879.5	17452.1	20454.4	19298.2	18523	74815.9	71990.3	70692.8	30869.7	25772	32702.3	54201.9	53968.6	53963.7	26118.2	27084.7	24332.8	37430.9	37806.7	30367.4	48579.8	46399.8	44003.7
A0A0B4J1X5;A0A0C4DH42;P01764;P01767;P01768;P01772;P0DP02;P0DP03	P01764;P01768;P01772;P01767;A0A0B4J1X5;A0A0C4DH42;P0DP02;P0DP03	HV323_HUMAN;HV330_HUMAN;HV333_HUMAN;HV353_HUMAN;HV366_HUMAN;HV374_HUMAN;HVC05_HUMAN;HVC33_HUMAN	IGHV3-23;IGHV3-30;IGHV3-30-3;IGHV3-30-5;IGHV3-33;IGHV3-53;IGHV3-66;IGHV3-74	Immunoglobulin heavy variable 3-74	4414.95	4599.65	4611.01	3102.48	3292.72	3145.19	13961.3	14728.3	15604.4	4191.14	4374.99	4430.79	3303.78	3185.53	3020.37	1893.99	2169.69	2390.05	2014.14	1678.91	2281.29	6932.28	6340.63	6081	3262.03	2714.02	2816.92	7148.49	6541.53	7113.84	6444.55	4806.53	7610.88	15057.5	14297.2	14852.5	4378	4465.15	3815.85	4350.33	3931.49	3838.05	8313.45	7532.7	8934.89	2861.61	3315.97	3116.03	3064.07	2890.33	3188.58	9574.39	11430.4	10649.6	5664.61	5182.3	6435.9	6842.69	7014.67	8006.07	5058.4	4774.54	5019.15	3393.91	5956.95	4392.08	6415.46	6251.31	5104.79
A0A0B4J2D5;P0DPI2	A0A0B4J2D5;P0DPI2	GAL3A_HUMAN;GAL3B_HUMAN	GATD3;GATD3B	Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial	3410.57	3591.08	4170.52	5182.85	5903.88	5736.53	3980.22	3424	4161.15	4401.22	3766.29	4662.24	4742	4895.02	4696.58	6037.8	6497.38	6299.44	6297.39	5942	7191.36	4334.29	3421.5	2118.93	3329.85	5556.29	3382.15	3389.14	3494.59	3627.24	2758.3	2088.94	2489.98	3640.26	4406.83	2744.62	5266.28	5198.45	5096.16	4937.18	5104.04	4758.46	5476.81	4927.32	5151.75	2821.45	2584.89	2876.7	3425.04	3164.26	3579.74	4611.71	4689.85	3977.97	2931.96	3453.9	2702.55	2339.31	2577.09	3387.46	4244.52	4025.48	3922.52	2964.85			5043.33	3636.89	4451.36
A0A0C4DH25	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	Immunoglobulin kappa variable 3D-20	15711.4	17663	18089.3	10424.3	10543.9	10832.3	30972.5	33719.4	30382	16711.2	15622.8	15398.9	11257.7	11125.3	10178.9	6261.26	5140.72	6372.84	6537.95	7053.59	6906.34	18638.3	15422.2	16549.5	12694.8	11847.9	14602	15129.6	18775	21596.2	15021.3	13621.1	14614.5	40000.2	44147.2	44135.4	13370.2	14132.9	12887.8	11375.5	10051.4	8983.43	21316.9	19785.1	23138.5	3006.4	3450.14	3696.9	3955.9	4233.6	4166.7	16888.5	16129.1	15407.8	7211	6268.09	6564.46	18679.7	16876.1	18097.1	8653.79	9924.64	9149.17	12967.4	10231.9	11559.6	15862.1	15697	14514.1
A0A0C4DH29	A0A0C4DH29	HV103_HUMAN	IGHV1-3	Immunoglobulin heavy variable 1-3	695.718	442.004	651.556	552.409	536.579	503.609	898.007	979.674	1555.69	655.792		640.639	689.475		775.278		680.842	539.227					580.798					655.484	803.532	1182.38	600.952		707.372	1041.92	768.133	1044.05		1020.21		772.671		510.139	927.226	732.884										590.18			646.334		769.789		429.94				474.25		537.7		
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08	HV434_HUMAN;HV439_HUMAN;HV459_HUMAN;HV461_HUMAN;HVD34_HUMAN;HVD82_HUMAN	IGHV4-30-4;IGHV4-34;IGHV4-38-2;IGHV4-39;IGHV4-59;IGHV4-61	Immunoglobulin heavy variable 4-61	958.587		1288.81	910.735	1309.31		3354.39	3117.16	3438.25	1074.01	1438.25	1350		896.005	1221.71							2230.99	1976.82		1860.92			2696.17	2964.31	3285.87	2477.74	1836.91	1950.21	4744.89	4756.75	4468.73	1676.98	1481.14	1781.03	1817.14	1728.43	1808.03	3997.95	3533.69	2909.8	1127.84			1454.89	1421.7	1449.76	3153.16	3046.99	3013.98	2468.9	3133.8	2339.14	2543.9	2283.03	2432.47	2389.73	2103.7	2196.23	1084.46			1448.79	2636.83	1349.33
